city,city_ascii,state_id,state_name,county_fips,county_name
Nightmute,Nightmute,AK,Alaska,2050,Bethel
Osage,Osage,MN,Minnesota,27005,Becker
Garden City,Garden City,MN,Minnesota,27013,Blue Earth
Diagonal,Diagonal,IA,Iowa,19159,Ringgold
Cromberg,Cromberg,CA,California,6063,Plumas
Fargo,Fargo,GA,Georgia,13065,Clinch
Wabeno,Wabeno,WI,Wisconsin,55041,Forest
Betterton,Betterton,MD,Maryland,24029,Kent
Steamboat,Steamboat,AZ,Arizona,4001,Apache
Blooming Valley,Blooming Valley,PA,Pennsylvania,42039,Crawford
Burdett,Burdett,NY,New York,36097,Schuyler
Kinta,Kinta,OK,Oklahoma,40061,Haskell
Makemie Park,Makemie Park,VA,Virginia,51001,Accomack
McGrath,McGrath,AK,Alaska,2290,Yukon-Koyukuk
Ivor,Ivor,VA,Virginia,51175,Southampton
Marty,Marty,SD,South Dakota,46023,Charles Mix
Fayetteville,Fayetteville,OH,Ohio,39015,Brown
Kistler,Kistler,PA,Pennsylvania,42087,Mifflin
Bainville,Bainville,MT,Montana,30085,Roosevelt
Glidden,Glidden,WI,Wisconsin,55003,Ashland
Granjeno,Granjeno,TX,Texas,48215,Hidalgo
Packwood,Packwood,WA,Washington,53041,Lewis
Uniondale,Uniondale,IN,Indiana,18179,Wells
Chunky,Chunky,MS,Mississippi,28101,Newton
Newburg,Newburg,WV,West Virginia,54077,Preston
Cheyney University,Cheyney University,PA,Pennsylvania,42029,Chester
Dublin,Dublin,NC,North Carolina,37017,Bladen
Top-of-the-World,Top-of-the-World,AZ,Arizona,4021,Pinal
Eek,Eek,AK,Alaska,2050,Bethel
McConnells,McConnells,SC,South Carolina,45091,York
Millerton,Millerton,OK,Oklahoma,40089,McCurtain
Pittman,Pittman,FL,Florida,12069,Lake
Vadito,Vadito,NM,New Mexico,35055,Taos
Rossmore,Rossmore,WV,West Virginia,54045,Logan
Newtok,Newtok,AK,Alaska,2050,Bethel
Arkansas City,Arkansas City,AR,Arkansas,5041,Desha
Arnold City,Arnold City,PA,Pennsylvania,42051,Fayette
Floyd,Floyd,IA,Iowa,19067,Floyd
Moose Pass,Moose Pass,AK,Alaska,2122,Kenai Peninsula
Nesika Beach,Nesika Beach,OR,Oregon,41015,Curry
Newdale,Newdale,ID,Idaho,16043,Fremont
Vineland,Vineland,CO,Colorado,8101,Pueblo
Lincoln,Lincoln,MI,Michigan,26001,Alcona
Hume,Hume,MO,Missouri,29013,Bates
Lester,Lester,WV,West Virginia,54081,Raleigh
Frankford,Frankford,MO,Missouri,29163,Pike
Waco,Waco,NC,North Carolina,37045,Cleveland
Lower Kalskag,Lower Kalskag,AK,Alaska,2050,Bethel
Dutton,Dutton,AL,Alabama,1071,Jackson
Latexo,Latexo,TX,Texas,48225,Houston
West Stewartstown,West Stewartstown,NH,New Hampshire,33007,Coos
Brainard,Brainard,NE,Nebraska,31023,Butler
Pueblitos,Pueblitos,NM,New Mexico,35061,Valencia
The Highlands,The Highlands,KS,Kansas,20155,Reno
Singer,Singer,LA,Louisiana,22011,Beauregard
Tira,Tira,TX,Texas,48223,Hopkins
Deep Water,Deep Water,WV,West Virginia,54019,Fayette
Watts,Watts,OK,Oklahoma,40001,Adair
Druid Hills,Druid Hills,KY,Kentucky,21111,Jefferson
City of Creede,City of Creede,CO,Colorado,8079,Mineral
Farber,Farber,MO,Missouri,29007,Audrain
Vernon Center,Vernon Center,MN,Minnesota,27013,Blue Earth
Kenney,Kenney,IL,Illinois,17039,De Witt
Alma,Alma,CO,Colorado,8093,Park
Hop Bottom,Hop Bottom,PA,Pennsylvania,42115,Susquehanna
Sawyer,Sawyer,OK,Oklahoma,40023,Choctaw
Parker's Crossroads,Parker's Crossroads,TN,Tennessee,47077,Henderson
Hood,Hood,CA,California,6067,Sacramento
Wheeler,Wheeler,IN,Indiana,18127,Porter
Diamondhead Lake,Diamondhead Lake,IA,Iowa,19077,Guthrie
Burns,Burns,WY,Wyoming,56021,Laramie
Petersburg,Petersburg,NE,Nebraska,31011,Boone
Taloga,Taloga,OK,Oklahoma,40043,Dewey
Cross Timber,Cross Timber,TX,Texas,48251,Johnson
Bowie,Bowie,AZ,Arizona,4003,Cochise
Lakeland Shores,Lakeland Shores,MN,Minnesota,27163,Washington
Dunlo,Dunlo,PA,Pennsylvania,42021,Cambria
Winslow,Winslow,IL,Illinois,17177,Stephenson
Accident,Accident,MD,Maryland,24023,Garrett
Mooresboro,Mooresboro,NC,North Carolina,37045,Cleveland
Nord,Nord,CA,California,6007,Butte
Cedar Hill,Cedar Hill,TN,Tennessee,47147,Robertson
Idaville,Idaville,OR,Oregon,41057,Tillamook
Jane,Jane,MO,Missouri,29119,McDonald
Arlington,Arlington,IN,Indiana,18139,Rush
Higgston,Higgston,GA,Georgia,13209,Montgomery
Handley,Handley,WV,West Virginia,54039,Kanawha
Superior,Superior,WY,Wyoming,56037,Sweetwater
Artois,Artois,CA,California,6021,Glenn
Salem,Salem,NM,New Mexico,35013,Doña Ana
St. Thomas,St. Thomas,ND,North Dakota,38067,Pembina
Kelleys Island,Kelleys Island,OH,Ohio,39043,Erie
Hillsdale,Hillsdale,KS,Kansas,20121,Miami
Little York,Little York,IL,Illinois,17187,Warren
McCausland,McCausland,IA,Iowa,19163,Scott
Irwin,Irwin,IA,Iowa,19165,Shelby
Rives,Rives,TN,Tennessee,47131,Obion
Chester,Chester,TX,Texas,48457,Tyler
Clyde Park,Clyde Park,MT,Montana,30067,Park
Manzano Springs,Manzano Springs,NM,New Mexico,35057,Torrance
Walker Lake,Walker Lake,NV,Nevada,32021,Mineral
Fleischmanns,Fleischmanns,NY,New York,36025,Delaware
Hiwassee,Hiwassee,VA,Virginia,51155,Pulaski
Campbell Hill,Campbell Hill,IL,Illinois,17077,Jackson
Fillmore,Fillmore,IL,Illinois,17135,Montgomery
Liberty,Liberty,OK,Oklahoma,40135,Sequoyah
Mitiwanga,Mitiwanga,OH,Ohio,39043,Erie
Risco,Risco,MO,Missouri,29143,New Madrid
Cazenovia,Cazenovia,WI,Wisconsin,55103,Richland
Sanborn,Sanborn,MN,Minnesota,27127,Redwood
Blackwell,Blackwell,TX,Texas,48353,Nolan
Hamilton,Hamilton,WA,Washington,53057,Skagit
Hackensack,Hackensack,MN,Minnesota,27021,Cass
Richland Springs,Richland Springs,TX,Texas,48411,San Saba
Mingo,Mingo,IA,Iowa,19099,Jasper
Townville,Townville,PA,Pennsylvania,42039,Crawford
Peterson,Peterson,IA,Iowa,19041,Clay
Rushville,Rushville,OH,Ohio,39045,Fairfield
Arpin,Arpin,WI,Wisconsin,55141,Wood
Kempton,Kempton,IN,Indiana,18159,Tipton
Villanueva,Villanueva,NM,New Mexico,35047,San Miguel
Arcadia,Arcadia,KS,Kansas,20037,Crawford
Four Bears Village,Four Bears Village,ND,North Dakota,38053,McKenzie
Prague,Prague,NE,Nebraska,31155,Saunders
Hollister,Hollister,ID,Idaho,16083,Twin Falls
Norway,Norway,SC,South Carolina,45075,Orangeburg
Penn Lake Park,Penn Lake Park,PA,Pennsylvania,42079,Luzerne
Sportsmen Acres,Sportsmen Acres,OK,Oklahoma,40097,Mayes
Bristol,Bristol,SD,South Dakota,46037,Day
Longton,Longton,KS,Kansas,20049,Elk
Centennial,Centennial,WY,Wyoming,56001,Albany
Lodge Pole,Lodge Pole,MT,Montana,30005,Blaine
Rienzi,Rienzi,MS,Mississippi,28003,Alcorn
Lore City,Lore City,OH,Ohio,39059,Guernsey
Lisbon,Lisbon,IL,Illinois,17093,Kendall
New Athens,New Athens,OH,Ohio,39067,Harrison
Maitland,Maitland,MO,Missouri,29087,Holt
Juliustown,Juliustown,NJ,New Jersey,34005,Burlington
Atalissa,Atalissa,IA,Iowa,19139,Muscatine
Bath,Bath,IL,Illinois,17125,Mason
Midland,Midland,OH,Ohio,39027,Clinton
Imperial,Imperial,TX,Texas,48371,Pecos
La Feria North,La Feria North,TX,Texas,48061,Cameron
Cumberland City,Cumberland City,TN,Tennessee,47161,Stewart
Flat Rock,Flat Rock,IL,Illinois,17033,Crawford
Eureka,Eureka,TX,Texas,48349,Navarro
New Douglas,New Douglas,IL,Illinois,17119,Madison
Sherwood,Sherwood,MI,Michigan,26023,Branch
Finlayson,Finlayson,MN,Minnesota,27115,Pine
Avant,Avant,OK,Oklahoma,40113,Osage
Marshall,Marshall,OK,Oklahoma,40083,Logan
Port Clinton,Port Clinton,PA,Pennsylvania,42107,Schuylkill
Hartsburg,Hartsburg,IL,Illinois,17107,Logan
Rochester,Rochester,TX,Texas,48207,Haskell
Barton Hills,Barton Hills,MI,Michigan,26161,Washtenaw
Reed Point,Reed Point,MT,Montana,30095,Stillwater
Lake Angelus,Lake Angelus,MI,Michigan,26125,Oakland
Manila,Manila,UT,Utah,49009,Daggett
Rensselaer Falls,Rensselaer Falls,NY,New York,36089,St. Lawrence
Jacumba,Jacumba,CA,California,6073,San Diego
Plumwood,Plumwood,OH,Ohio,39097,Madison
Cold Brook,Cold Brook,NY,New York,36043,Herkimer
Oxbow,Oxbow,ND,North Dakota,38017,Cass
Dakota,Dakota,MN,Minnesota,27169,Winona
Prattsville,Prattsville,AR,Arkansas,5053,Grant
Oretta,Oretta,LA,Louisiana,22011,Beauregard
Poynor,Poynor,TX,Texas,48213,Henderson
Gracemont,Gracemont,OK,Oklahoma,40015,Caddo
Hartland,Hartland,MN,Minnesota,27047,Freeborn
Flemington,Flemington,WV,West Virginia,54091,Taylor
Elco,Elco,PA,Pennsylvania,42125,Washington
San Carlos II,San Carlos II,TX,Texas,48479,Webb
Hadar,Hadar,NE,Nebraska,31139,Pierce
Pukwana,Pukwana,SD,South Dakota,46015,Brule
Polk,Polk,NE,Nebraska,31143,Polk
Deseret,Deseret,UT,Utah,49027,Millard
Bailey,Bailey,TX,Texas,48147,Fannin
Grahamtown,Grahamtown,MD,Maryland,24001,Allegany
Arcadia,Arcadia,NE,Nebraska,31175,Valley
Lynnville,Lynnville,TN,Tennessee,47055,Giles
Endicott,Endicott,WA,Washington,53075,Whitman
Brule,Brule,NE,Nebraska,31101,Keith
Warren City,Warren City,TX,Texas,48183,Gregg
Bronson,Bronson,KS,Kansas,20011,Bourbon
Bliss,Bliss,ID,Idaho,16047,Gooding
Prescott,Prescott,WA,Washington,53071,Walla Walla
Kendrick,Kendrick,ID,Idaho,16057,Latah
Youngstown,Youngstown,PA,Pennsylvania,42129,Westmoreland
Greenleaf,Greenleaf,KS,Kansas,20201,Washington
Dannebrog,Dannebrog,NE,Nebraska,31093,Howard
East Lynne,East Lynne,MO,Missouri,29037,Cass
Grimes,Grimes,CA,California,6011,Colusa
Keams Canyon,Keams Canyon,AZ,Arizona,4017,Navajo
Auburn,Auburn,IA,Iowa,19161,Sac
Ghent,Ghent,KY,Kentucky,21041,Carroll
Crows Landing,Crows Landing,CA,California,6099,Stanislaus
Belfry,Belfry,MT,Montana,30009,Carbon
Kampsville,Kampsville,IL,Illinois,17013,Calhoun
Ruma,Ruma,IL,Illinois,17157,Randolph
Rutland,Rutland,IL,Illinois,17099,LaSalle
Sandy Creek,Sandy Creek,NC,North Carolina,37019,Brunswick
Clifton,Clifton,ID,Idaho,16041,Franklin
Plato,Plato,MN,Minnesota,27085,McLeod
Weott,Weott,CA,California,6023,Humboldt
Granville,Granville,IA,Iowa,19167,Sioux
Coalmont,Coalmont,IN,Indiana,18021,Clay
Belmont,Belmont,LA,Louisiana,22085,Sabine
Wallaceton,Wallaceton,PA,Pennsylvania,42033,Clearfield
Hysham,Hysham,MT,Montana,30103,Treasure
Wilmot,Wilmot,OH,Ohio,39151,Stark
Beaver Creek,Beaver Creek,MD,Maryland,24043,Washington
Boston,Boston,PA,Pennsylvania,42003,Allegheny
Empire,Empire,CO,Colorado,8019,Clear Creek
Middletown,Middletown,IL,Illinois,17107,Logan
Montrose,Montrose,AR,Arkansas,5003,Ashley
Kensington,Kensington,MN,Minnesota,27041,Douglas
Alma,Alma,IL,Illinois,17121,Marion
Disney,Disney,OK,Oklahoma,40097,Mayes
Keachi,Keachi,LA,Louisiana,22031,De Soto
Nordheim,Nordheim,TX,Texas,48123,DeWitt
Goose Creek,Goose Creek,KY,Kentucky,21111,Jefferson
Starks,Starks,LA,Louisiana,22019,Calcasieu
Joppa,Joppa,IL,Illinois,17127,Massac
Tupelo,Tupelo,OK,Oklahoma,40029,Coal
Butte,Butte,NE,Nebraska,31015,Boyd
Freedom Plains,Freedom Plains,NY,New York,36027,Dutchess
Kitzmiller,Kitzmiller,MD,Maryland,24023,Garrett
Dupont,Dupont,OH,Ohio,39137,Putnam
Gerton,Gerton,NC,North Carolina,37089,Henderson
Richville,Richville,NY,New York,36089,St. Lawrence
Clay Center,Clay Center,OH,Ohio,39123,Ottawa
Cook,Cook,NE,Nebraska,31097,Johnson
Velarde,Velarde,NM,New Mexico,35039,Rio Arriba
Loraine,Loraine,IL,Illinois,17001,Adams
Southampton Meadows,Southampton Meadows,VA,Virginia,51175,Southampton
Lester,Lester,IA,Iowa,19119,Lyon
Saginaw,Saginaw,MO,Missouri,29145,Newton
Steamboat Rock,Steamboat Rock,IA,Iowa,19083,Hardin
Butlertown,Butlertown,MD,Maryland,24029,Kent
San Carlos I,San Carlos I,TX,Texas,48479,Webb
Pisinemo,Pisinemo,AZ,Arizona,4019,Pima
Gans,Gans,OK,Oklahoma,40135,Sequoyah
Arlington,Arlington,KY,Kentucky,21039,Carlisle
Vicco,Vicco,KY,Kentucky,21193,Perry
Cove Neck,Cove Neck,NY,New York,36059,Nassau
Campbell,Campbell,NE,Nebraska,31061,Franklin
Salisbury Mills,Salisbury Mills,NY,New York,36071,Orange
Middle River,Middle River,MN,Minnesota,27089,Marshall
Mercer,Mercer,MO,Missouri,29129,Mercer
McClure,McClure,IL,Illinois,17003,Alexander
Northport,Northport,WA,Washington,53065,Stevens
Canalou,Canalou,MO,Missouri,29143,New Madrid
Blevins,Blevins,AR,Arkansas,5057,Hempstead
New Falcon,New Falcon,TX,Texas,48505,Zapata
Goldston,Goldston,NC,North Carolina,37037,Chatham
Farley,Farley,MO,Missouri,29165,Platte
East Side,East Side,PA,Pennsylvania,42025,Carbon
Indian Wells,Indian Wells,AZ,Arizona,4017,Navajo
Good Hope,Good Hope,GA,Georgia,13297,Walton
Kelley,Kelley,IA,Iowa,19169,Story
Lowry,Lowry,MN,Minnesota,27121,Pope
Donaldson,Donaldson,AR,Arkansas,5059,Hot Spring
Cedar Rock,Cedar Rock,NC,North Carolina,37027,Caldwell
Gary City,Gary City,TX,Texas,48365,Panola
Eagleville,Eagleville,MO,Missouri,29081,Harrison
Springdale,Springdale,WA,Washington,53065,Stevens
Dodson,Dodson,LA,Louisiana,22127,Winn
Ray,Ray,AL,Alabama,1037,Coosa
Poy Sippi,Poy Sippi,WI,Wisconsin,55137,Waushara
Skyline,Skyline,MN,Minnesota,27013,Blue Earth
Ovid,Ovid,CO,Colorado,8115,Sedgwick
Tennyson,Tennyson,IN,Indiana,18173,Warrick
Herndon,Herndon,PA,Pennsylvania,42097,Northumberland
Winter,Winter,WI,Wisconsin,55113,Sawyer
Yaak,Yaak,MT,Montana,30053,Lincoln
Richfield,Richfield,CA,California,6103,Tehama
Soldier Creek,Soldier Creek,SD,South Dakota,46121,Todd
Sunbury,Sunbury,NC,North Carolina,37073,Gates
Juda,Juda,WI,Wisconsin,55045,Green
Delaware Park,Delaware Park,NJ,New Jersey,34041,Warren
Mapleville,Mapleville,MD,Maryland,24043,Washington
McCord Bend,McCord Bend,MO,Missouri,29209,Stone
Burnt Ranch,Burnt Ranch,CA,California,6105,Trinity
Gatesville,Gatesville,NC,North Carolina,37073,Gates
Hoskins,Hoskins,NE,Nebraska,31179,Wayne
Uniopolis,Uniopolis,OH,Ohio,39011,Auglaize
Reynolds,Reynolds,ND,North Dakota,38097,Traill
Hosston,Hosston,LA,Louisiana,22017,Caddo
Hollandale,Hollandale,MN,Minnesota,27047,Freeborn
Amargosa,Amargosa,TX,Texas,48249,Jim Wells
Lac La Belle,Lac La Belle,WI,Wisconsin,55133,Waukesha
Weogufka,Weogufka,AL,Alabama,1037,Coosa
Moscow,Moscow,KS,Kansas,20189,Stevens
Everton,Everton,MO,Missouri,29057,Dade
Speculator,Speculator,NY,New York,36041,Hamilton
Elizabethtown,Elizabethtown,OH,Ohio,39061,Hamilton
Hanalei,Hanalei,HI,Hawaii,15007,Kauai
Roberts,Roberts,MT,Montana,30009,Carbon
Stapleton,Stapleton,NE,Nebraska,31113,Logan
Damon,Damon,TX,Texas,48039,Brazoria
Phillips,Phillips,NE,Nebraska,31081,Hamilton
North Cleveland,North Cleveland,TX,Texas,48291,Liberty
Quechee,Quechee,VT,Vermont,50027,Windsor
Hillcrest Heights,Hillcrest Heights,FL,Florida,12105,Polk
Millerton,Millerton,PA,Pennsylvania,42117,Tioga
Garland,Garland,TN,Tennessee,47167,Tipton
Goldfield,Goldfield,NV,Nevada,32009,Esmeralda
Loganville,Loganville,WI,Wisconsin,55111,Sauk
Magnetic Springs,Magnetic Springs,OH,Ohio,39159,Union
Wheatley,Wheatley,AR,Arkansas,5123,St. Francis
Dungannon,Dungannon,VA,Virginia,51169,Scott
Short,Short,OK,Oklahoma,40135,Sequoyah
Breathedsville,Breathedsville,MD,Maryland,24043,Washington
Kellerton,Kellerton,IA,Iowa,19159,Ringgold
Glenmont,Glenmont,OH,Ohio,39075,Holmes
Newsoms,Newsoms,VA,Virginia,51175,Southampton
Woodland,Woodland,IL,Illinois,17075,Iroquois
Doylestown,Doylestown,WI,Wisconsin,55021,Columbia
Bradfordsville,Bradfordsville,KY,Kentucky,21155,Marion
Edwardsport,Edwardsport,IN,Indiana,18083,Knox
Michiana Shores,Michiana Shores,IN,Indiana,18091,LaPorte
Potsdam,Potsdam,OH,Ohio,39109,Miami
Rhodes,Rhodes,IA,Iowa,19127,Marshall
Pymatuning South,Pymatuning South,PA,Pennsylvania,42039,Crawford
Bombay Beach,Bombay Beach,CA,California,6025,Imperial
Nakaibito,Nakaibito,NM,New Mexico,35031,McKinley
Boyne Falls,Boyne Falls,MI,Michigan,26029,Charlevoix
Pillow,Pillow,PA,Pennsylvania,42043,Dauphin
Nehalem,Nehalem,OR,Oregon,41057,Tillamook
Lower Elochoman,Lower Elochoman,WA,Washington,53069,Wahkiakum
Grand View-on-Hudson,Grand View-on-Hudson,NY,New York,36087,Rockland
Rockholds,Rockholds,KY,Kentucky,21235,Whitley
Hedgesville,Hedgesville,WV,West Virginia,54003,Berkeley
Copeland,Copeland,KS,Kansas,20069,Gray
Missouri City,Missouri City,MO,Missouri,29047,Clay
Ewing,Ewing,IL,Illinois,17055,Franklin
Rattan,Rattan,OK,Oklahoma,40127,Pushmataha
Spring Mill,Spring Mill,KY,Kentucky,21111,Jefferson
Paint Rock,Paint Rock,TX,Texas,48095,Concho
Westport,Westport,OK,Oklahoma,40117,Pawnee
Hindsboro,Hindsboro,IL,Illinois,17041,Douglas
South Komelik,South Komelik,AZ,Arizona,4019,Pima
Seatonville,Seatonville,IL,Illinois,17011,Bureau
Haworth,Haworth,OK,Oklahoma,40089,McCurtain
Preston-Potter Hollow,Preston-Potter Hollow,NY,New York,36001,Albany
Eau Claire,Eau Claire,PA,Pennsylvania,42019,Butler
Vesta,Vesta,MN,Minnesota,27127,Redwood
Grier City,Grier City,PA,Pennsylvania,42107,Schuylkill
Loma Linda East,Loma Linda East,TX,Texas,48249,Jim Wells
Greeley,Greeley,KS,Kansas,20003,Anderson
Ramer,Ramer,TN,Tennessee,47109,McNairy
Sandy Hollow-Escondidas,Sandy Hollow-Escondidas,TX,Texas,48355,Nueces
Wilton,Wilton,MN,Minnesota,27007,Beltrami
North Light Plant,North Light Plant,NM,New Mexico,35045,San Juan
Tunnelton,Tunnelton,WV,West Virginia,54077,Preston
Martinsburg,Martinsburg,MO,Missouri,29007,Audrain
Carolina,Carolina,AL,Alabama,1039,Covington
Maxwell,Maxwell,NE,Nebraska,31111,Lincoln
Carthage,Carthage,AR,Arkansas,5039,Dallas
Natoma,Natoma,KS,Kansas,20141,Osborne
Mine La Motte,Mine La Motte,MO,Missouri,29123,Madison
Butler,Butler,OK,Oklahoma,40039,Custer
Suissevale,Suissevale,NH,New Hampshire,33003,Carroll
Hanna,Hanna,IN,Indiana,18091,LaPorte
Beclabito,Beclabito,NM,New Mexico,35045,San Juan
Friendship,Friendship,MD,Maryland,24003,Anne Arundel
Wakonda,Wakonda,SD,South Dakota,46027,Clay
Nerstrand,Nerstrand,MN,Minnesota,27131,Rice
Little Mountain,Little Mountain,SC,South Carolina,45071,Newberry
Nadine,Nadine,NM,New Mexico,35025,Lea
Daisytown,Daisytown,PA,Pennsylvania,42021,Cambria
Templeton,Templeton,PA,Pennsylvania,42005,Armstrong
Goldsmith,Goldsmith,TX,Texas,48135,Ector
Prichard,Prichard,WV,West Virginia,54099,Wayne
Durbin,Durbin,WV,West Virginia,54075,Pocahontas
Clinchco,Clinchco,VA,Virginia,51051,Dickenson
Olmsted,Olmsted,IL,Illinois,17153,Pulaski
Coffee City,Coffee City,TX,Texas,48213,Henderson
Mays Lick,Mays Lick,KY,Kentucky,21161,Mason
Pitts,Pitts,GA,Georgia,13315,Wilcox
Glendale,Glendale,SC,South Carolina,45083,Spartanburg
Sutcliffe,Sutcliffe,NV,Nevada,32031,Washoe
Fire Island,Fire Island,NY,New York,36103,Suffolk
Parrottsville,Parrottsville,TN,Tennessee,47029,Cocke
Liscomb,Liscomb,IA,Iowa,19127,Marshall
Callao,Callao,MO,Missouri,29121,Macon
Cameron,Cameron,OK,Oklahoma,40079,Le Flore
Oakdale,Oakdale,WI,Wisconsin,55081,Monroe
Oakdale,Oakdale,NE,Nebraska,31003,Antelope
Lupton,Lupton,MI,Michigan,26129,Ogemaw
Franklin,Franklin,PA,Pennsylvania,42021,Cambria
Abeytas,Abeytas,NM,New Mexico,35053,Socorro
Witmer,Witmer,PA,Pennsylvania,42071,Lancaster
Casar,Casar,NC,North Carolina,37045,Cleveland
Brocton,Brocton,IL,Illinois,17045,Edgar
Turkey,Turkey,NC,North Carolina,37163,Sampson
North Loup,North Loup,NE,Nebraska,31175,Valley
Goofy Ridge,Goofy Ridge,IL,Illinois,17125,Mason
Clifton,Clifton,VA,Virginia,51059,Fairfax
Oswego,Oswego,SC,South Carolina,45085,Sumter
Elk City,Elk City,KS,Kansas,20125,Montgomery
Orwin,Orwin,PA,Pennsylvania,42107,Schuylkill
Halfway,Halfway,OR,Oregon,41001,Baker
Glenvil,Glenvil,NE,Nebraska,31035,Clay
Americus,Americus,IN,Indiana,18157,Tippecanoe
San Miguel,San Miguel,AZ,Arizona,4019,Pima
Sierra Brooks,Sierra Brooks,CA,California,6091,Sierra
Silex,Silex,MO,Missouri,29113,Lincoln
Potter,Potter,NE,Nebraska,31033,Cheyenne
Quimby,Quimby,IA,Iowa,19035,Cherokee
Bazine,Bazine,KS,Kansas,20135,Ness
Bloomfield,Bloomfield,CA,California,6097,Sonoma
Brewster,Brewster,KS,Kansas,20193,Thomas
Chaseburg,Chaseburg,WI,Wisconsin,55123,Vernon
Benton Ridge,Benton Ridge,OH,Ohio,39063,Hancock
Lebanon,Lebanon,OK,Oklahoma,40095,Marshall
Lost Bridge Village,Lost Bridge Village,AR,Arkansas,5007,Benton
Burton,Burton,TX,Texas,48477,Washington
Chickasaw,Chickasaw,OH,Ohio,39107,Mercer
Post Lake,Post Lake,WI,Wisconsin,55067,Langlade
Tescott,Tescott,KS,Kansas,20143,Ottawa
West Okoboji,West Okoboji,IA,Iowa,19059,Dickinson
Woodstock,Woodstock,OH,Ohio,39021,Champaign
Parker,Parker,ID,Idaho,16043,Fremont
Kapalua,Kapalua,HI,Hawaii,15009,Maui
Goodyear Village,Goodyear Village,AZ,Arizona,4021,Pinal
Norwood,Norwood,LA,Louisiana,22037,East Feliciana
Caryville,Caryville,FL,Florida,12133,Washington
Nazareth,Nazareth,TX,Texas,48069,Castro
Freedom,Freedom,OK,Oklahoma,40151,Woods
Progreso Lakes,Progreso Lakes,TX,Texas,48215,Hidalgo
Waverly,Waverly,KY,Kentucky,21225,Union
Plummer,Plummer,MN,Minnesota,27125,Red Lake
Medina,Medina,ND,North Dakota,38093,Stutsman
Odell,Odell,NE,Nebraska,31067,Gage
Ridgeway,Ridgeway,SC,South Carolina,45039,Fairfield
Carbon Hill,Carbon Hill,OH,Ohio,39073,Hocking
La Sal,La Sal,UT,Utah,49037,San Juan
Whites Landing,Whites Landing,OH,Ohio,39043,Erie
Tarlton,Tarlton,OH,Ohio,39129,Pickaway
Cuba,Cuba,AL,Alabama,1119,Sumter
Eutawville,Eutawville,SC,South Carolina,45075,Orangeburg
Vredenburgh,Vredenburgh,AL,Alabama,1099,Monroe
Bosworth,Bosworth,MO,Missouri,29033,Carroll
Bode,Bode,IA,Iowa,19091,Humboldt
Madrid,Madrid,AL,Alabama,1069,Houston
Bertram,Bertram,IA,Iowa,19113,Linn
Lockridge,Lockridge,IA,Iowa,19101,Jefferson
Kinloch,Kinloch,MO,Missouri,29189,St. Louis
Iglesia Antigua,Iglesia Antigua,TX,Texas,48061,Cameron
Tilden,Tilden,TX,Texas,48311,McMullen
Copake Falls,Copake Falls,NY,New York,36021,Columbia
Bowler,Bowler,WI,Wisconsin,55115,Shawano
Clark,Clark,MO,Missouri,29175,Randolph
Graham,Graham,GA,Georgia,13001,Appling
Switz City,Switz City,IN,Indiana,18055,Greene
Hedley,Hedley,TX,Texas,48129,Donley
Ingalls,Ingalls,KS,Kansas,20069,Gray
Lytton,Lytton,IA,Iowa,19161,Sac
Red Rock,Red Rock,OK,Oklahoma,40103,Noble
Summit,Summit,SD,South Dakota,46109,Roberts
Roscoe,Roscoe,SD,South Dakota,46045,Edmunds
Omer,Omer,MI,Michigan,26011,Arenac
Westside,Westside,IA,Iowa,19047,Crawford
Bedford,Bedford,WY,Wyoming,56023,Lincoln
Iron City,Iron City,GA,Georgia,13253,Seminole
Magnolia,Magnolia,DE,Delaware,10001,Kent
Opdyke,Opdyke,IL,Illinois,17081,Jefferson
Conception,Conception,MO,Missouri,29147,Nodaway
Alderson,Alderson,OK,Oklahoma,40121,Pittsburg
Natural Bridge,Natural Bridge,NY,New York,36045,Jefferson
Creekside,Creekside,PA,Pennsylvania,42063,Indiana
Foster Center,Foster Center,RI,Rhode Island,44007,Providence
Snyder,Snyder,NE,Nebraska,31053,Dodge
Pulaski,Pulaski,IA,Iowa,19051,Davis
Dexter,Dexter,KY,Kentucky,21035,Calloway
Snow Lake Shores,Snow Lake Shores,MS,Mississippi,28009,Benton
Scotia,Scotia,NE,Nebraska,31077,Greeley
Somerville,Somerville,IN,Indiana,18051,Gibson
Rachel,Rachel,WV,West Virginia,54049,Marion
Meadow Grove,Meadow Grove,NE,Nebraska,31119,Madison
Victoria,Victoria,IL,Illinois,17095,Knox
Keswick,Keswick,CA,California,6089,Shasta
Colony,Colony,AL,Alabama,1043,Cullman
Evergreen,Evergreen,LA,Louisiana,22009,Avoyelles
Morristown,Morristown,OH,Ohio,39013,Belmont
Davidson,Davidson,OK,Oklahoma,40141,Tillman
Lyon,Lyon,MS,Mississippi,28027,Coahoma
Annona,Annona,TX,Texas,48387,Red River
Long Pine,Long Pine,NE,Nebraska,31017,Brown
Finger,Finger,TN,Tennessee,47109,McNairy
Meridian,Meridian,NY,New York,36011,Cayuga
Smithland,Smithland,KY,Kentucky,21139,Livingston
Silver City,Silver City,MS,Mississippi,28053,Humphreys
Point Reyes Station,Point Reyes Station,CA,California,6041,Marin
Cherokee Pass,Cherokee Pass,MO,Missouri,29123,Madison
Tetonia,Tetonia,ID,Idaho,16081,Teton
Charlton,Charlton,MD,Maryland,24043,Washington
